2016-01-04,buy,1500,GOOG
2016-01-05,buy,2000,AAPL
2016-01-06,buy,12500,AAPL
2016-01-07,buy,19500,MSFT
2016-01-08,sell,1000,GOOG
2016-01-12,sell,12500,AAPL
2016-01-13,buy,1000,GOOG
2016-01-14,buy,3000,GOOG
2016-01-15,sell,10000,MSFT
2016-01-19,buy,15500,MSFT
2016-01-20,sell,1000,AAPL
2016-01-21,sell,21500,MSFT
2016-01-22,buy,14000,MSFT
2016-01-26,sell,8000,MSFT
2016-01-27,sell,500,MSFT
2016-01-29,sell,500,AAPL
2016-02-01,sell,3500,GOOG
2016-02-02,buy,4500,AAPL
2016-02-03,buy,29500,MSFT
2016-02-04,sell,3000,AAPL
2016-02-05,sell,1000,AAPL
2016-02-08,sell,500,GOOG
2016-02-09,sell,15000,MSFT
2016-02-10,buy,1000,GOOG
2016-02-11,buy,26000,MSFT
2016-02-12,buy,8500,AAPL
2016-02-16,sell,3000,AAPL
2016-02-17,sell,24000,MSFT
2016-02-18,buy,17000,AAPL
2016-02-19,sell,500,GOOG
2016-02-22,buy,4000,AAPL
2016-02-23,sell,17000,MSFT
2016-02-24,sell,5000,MSFT
2016-02-25,sell,500,GOOG
2016-02-26,buy,19000,AAPL
2016-02-29,sell,1000,MSFT
2016-03-02,sell,1500,MSFT
2016-03-03,sell,500,MSFT
2016-03-07,sell,1500,AAPL
2016-03-08,sell,22500,AAPL
2016-03-09,buy,15500,MSFT
2016-03-10,buy,22000,MSFT
2016-03-14,sell,3000,AAPL
2016-03-15,sell,13000,AAPL
2016-03-16,buy,16500,AAPL
2016-03-17,sell,3500,AAPL
2016-03-18,sell,5000,MSFT
2016-03-23,sell,18500,AAPL
2016-03-24,buy,2000,GOOG
2016-03-28,sell,500,GOOG
2016-03-29,sell,5500,MSFT
2016-03-31,buy,1000,GOOG
2016-04-01,buy,18000,MSFT
2016-04-05,sell,24500,MSFT
2016-04-06,buy,12000,MSFT
2016-04-07,sell,500,AAPL
2016-04-11,buy,11000,AAPL
2016-04-12,sell,7500,AAPL
2016-04-13,buy,1500,AAPL
2016-04-14,sell,1000,AAPL
2016-04-15,sell,30500,MSFT
2016-04-19,buy,1500,GOOG
2016-04-20,sell,1500,GOOG
2016-04-21,buy,9500,AAPL
2016-04-22,sell,500,MSFT
2016-04-25,sell,1500,MSFT
2016-04-27,buy,10500,AAPL
2016-04-28,buy,6500,AAPL
2016-04-29,sell,30000,AAPL
2016-05-02,buy,28000,AAPL
2016-05-04,sell,2500,GOOG
2016-05-05,sell,21000,AAPL
2016-05-06,buy,1500,GOOG
2016-05-09,buy,2500,GOOG
2016-05-10,buy,7500,AAPL
2016-05-11,sell,4500,AAPL
2016-05-12,sell,1500,GOOG
2016-05-13,buy,500,GOOG
2016-05-17,buy,1000,GOOG
2016-05-19,sell,3500,AAPL
2016-05-20,sell,4000,GOOG
2016-05-23,buy,47000,MSFT
2016-05-24,sell,44500,MSFT
2016-05-25,buy,38000,MSFT
2016-05-26,buy,18000,AAPL
2016-05-27,sell,19500,AAPL
2016-05-31,buy,8000,AAPL
2016-06-01,sell,2000,MSFT
2016-06-02,sell,17500,MSFT
2016-06-06,sell,13500,MSFT
2016-06-07,sell,500,AAPL
2016-06-08,sell,500,MSFT
2016-06-10,buy,4500,AAPL
2016-06-14,buy,14500,AAPL
2016-06-15,sell,6500,MSFT
2016-06-16,sell,19500,AAPL
2016-06-20,buy,2000,MSFT
2016-06-21,buy,20000,AAPL
2016-06-23,buy,27500,MSFT
2016-06-24,sell,20000,MSFT
2016-06-27,buy,9500,AAPL
2016-06-28,sell,6000,MSFT
2016-06-30,sell,7000,AAPL
2016-07-05,buy,9000,MSFT
2016-07-06,sell,16500,AAPL
2016-07-07,buy,12500,AAPL
2016-07-12,sell,6500,MSFT
2016-07-14,buy,1000,GOOG
2016-07-15,sell,6000,MSFT
2016-07-19,sell,17500,AAPL
2016-07-20,buy,1000,GOOG
2016-07-22,sell,500,GOOG
2016-07-25,sell,500,MSFT
2016-07-26,buy,25000,MSFT
2016-07-27,sell,500,GOOG
2016-07-28,sell,1000,GOOG
2016-07-29,buy,11500,MSFT
2016-08-01,sell,5500,MSFT
2016-08-02,buy,500,GOOG
2016-08-03,buy,17000,MSFT
2016-08-08,sell,30500,MSFT
2016-08-09,sell,5500,AAPL
2016-08-10,sell,2500,AAPL
2016-08-11,buy,500,GOOG
2016-08-16,sell,2000,MSFT
2016-08-17,buy,1500,GOOG
2016-08-19,buy,23500,MSFT
2016-08-22,sell,9000,MSFT
2016-08-23,sell,2000,GOOG
2016-08-24,buy,1000,GOOG
2016-08-26,buy,22000,MSFT
2016-08-29,buy,1500,AAPL
2016-08-30,sell,2500,MSFT
2016-08-31,sell,4000,AAPL
2016-09-01,sell,1500,MSFT
2016-09-02,sell,19500,MSFT
2016-09-06,buy,3000,MSFT
2016-09-07,sell,20500,MSFT
2016-09-08,sell,500,GOOG
2016-09-09,buy,2000,GOOG
2016-09-12,buy,15000,MSFT
2016-09-13,sell,2500,GOOG
2016-09-14,buy,20500,AAPL
2016-09-16,sell,20000,MSFT
2016-09-19,buy,8500,AAPL
2016-09-20,sell,5000,MSFT
2016-09-21,buy,3000,MSFT
2016-09-22,sell,500,GOOG
2016-09-23,sell,10500,AAPL
2016-09-26,buy,33500,MSFT
2016-09-27,sell,17500,AAPL
2016-09-29,sell,500,AAPL
2016-09-30,buy,21000,AAPL
