2016-01-06,buy,750,AAPL
2016-01-08,buy,150,GOOG
2016-01-15,buy,650,AAPL
2016-01-21,buy,1800,MSFT
2016-01-25,sell,1100,AAPL
2016-02-03,buy,1100,AAPL
2016-02-05,sell,100,GOOG
2016-02-10,buy,450,MSFT
2016-03-02,buy,50,GOOG
2016-03-08,sell,1850,MSFT
2016-03-14,buy,650,AAPL
2016-03-18,sell,800,AAPL
2016-03-21,sell,50,GOOG
2016-03-22,buy,700,MSFT
2016-03-28,buy,600,AAPL
2016-04-25,buy,800,AAPL
2016-04-28,sell,700,MSFT
2016-05-06,sell,300,AAPL
2016-05-17,sell,2250,AAPL
2016-05-18,buy,50,GOOG
2016-05-19,buy,2750,MSFT
2016-05-20,sell,1000,MSFT
2016-05-25,sell,1300,MSFT
2016-05-26,sell,400,MSFT
2016-06-01,buy,2350,MSFT
2016-06-09,sell,50,AAPL
2016-06-13,buy,600,AAPL
2016-06-17,buy,550,AAPL
2016-06-21,buy,650,AAPL
2016-06-23,sell,50,GOOG
2016-06-30,buy,950,MSFT
2016-07-01,sell,1650,MSFT
2016-07-25,buy,750,MSFT
2016-07-26,sell,1250,MSFT
2016-07-29,buy,1450,MSFT
2016-08-09,sell,900,AAPL
2016-08-12,buy,300,AAPL
2016-08-17,sell,550,AAPL
2016-08-24,buy,1350,MSFT
2016-09-06,sell,150,AAPL
2016-09-13,sell,200,AAPL
2016-09-20,buy,550,MSFT
2016-09-26,buy,300,AAPL
2016-09-28,sell,500,MSFT
2016-09-30,sell,250,AAPL
2016-10-12,buy,800,MSFT
2016-10-17,sell,300,AAPL
2016-10-24,sell,1000,MSFT
2016-10-26,buy,950,MSFT
2016-11-14,buy,50,MSFT
2016-11-21,sell,4250,MSFT
2016-11-23,buy,600,AAPL
2016-11-29,buy,1000,AAPL
2016-12-30,buy,50,GOOG
